"Genero","Altura","Peso","Duracao","Batimento.Cardiaco","Temperatura.Corporal","Calorias","Idade"
"masculino",173,74,15,90,40.2,65,"40-49"
NA,181,78,13,93,40.3,57,"20-29"
"masculino",202,103,10,94,40.2,52,"40-49"
"masculino",196,NA,12,97,39.9,77,"60-69"
"feminino",159,54,12,97,40.4,63,"20-29"
"feminino",191,78,16,92,40.5,77,"50-59"
"masculino",189,89,7,90,39.4,38,"60-69"
"masculino",192,98,12,93,40.2,52,"20-29"
"masculino",197,106,8,95,39.3,43,"30-39"
"masculino",184,84,10,92,39.6,46,"40-49"
"feminino",173,65,15,98,40.2,77,"20-29"
"masculino",182,85,12,90,39.8,56,"50-59"
"feminino",163,62,13,86,40,62,"70-79"
"feminino",166,63,13,99,40.2,74,"40-49"
"masculino",NA,94,11,94,40,61,"50-59"
"feminino",171,69,12,90,39.8,50,"20-29"
"masculino",187,91,12,94,39.9,55,"30-39"
"feminino",167,62,17,88,40.3,70,"20-29"
"feminino",156,58,8,92,39.8,39,"30-39"
"masculino",200,107,9,96,40,48,"30-39"
"feminino",162,62,14,97,40.4,75,"40-49"
"masculino",181,80,11,91,39.4,39,"20-29"
"masculino",176,73,18,97,40.9,72,"20-29"
"feminino",176,77,15,87,39.8,63,"40-49"
"feminino",152,49,11,87,39.8,49,"40-49"
"masculino",163,65,19,98,40.4,77,"20-29"
"masculino",191,101,12,98,40.1,78,"50-59"
"masculino",187,88,14,87,40,53,"40-49"
"feminino",156,61,14,98,39.9,77,"40-49"
"feminino",153,59,14,99,40.4,78,"30-39"
"feminino",177,72,10,90,39.7,42,"20-29"
"masculino",164,72,9,83,40.1,39,"70-79"
"masculino",191,87,13,94,40.1,56,"20-29"
"masculino",181,78,16,98,40.2,73,"20-29"
"masculino",180,87,15,96,39.9,77,"40-49"
"masculino",NA,78,16,91,39.7,54,"20-29"
"masculino",180,77,9,100,40,63,"70-79"
"feminino",161,64,11,98,39.9,60,"40-49"
"masculino",175,82,11,88,39.9,50,"50-59"
"feminino",168,64,12,96,39.8,58,"20-29"
"feminino",170,64,10,99,39.8,54,"30-39"
"masculino",178,81,17,97,40.1,72,"20-29"
"feminino",161,NA,12,96,40.1,60,"20-29"
"feminino",152,48,13,87,39.9,60,"50-59"
"feminino",162,63,13,101,40,78,"50-59"
"feminino",154,54,16,90,40.3,73,"30-39"
"masculino",185,89,12,85,40.1,60,"70-79"
"masculino",181,77,15,88,40,43,"20-29"
"masculino",184,84,16,87,40.1,47,"20-29"
"feminino",141,43,11,100,40.3,62,"20-29"
"masculino",179,83,10,89,39.9,53,"60-69"
"masculino",185,88,8,90,39.5,47,"70-79"
"masculino",189,91,13,91,39.8,57,"30-39"
"feminino",181,78,15,96,39.9,71,"20-29"
"masculino",175,75,7,95,39.9,37,"50-59"
"masculino",182,93,14,82,40.2,58,"60-69"
"masculino",208,111,11,99,39.7,70,"40-49"
"masculino",191,90,9,90,39.6,39,"40-49"
"feminino",NA,80,11,84,39.8,41,"30-39"
"masculino",192,90,11,89,40,38,"20-29"
"masculino",185,90,13,100,40,75,"30-39"
"masculino",194,96,14,92,40.2,54,"20-29"
"feminino",158,57,13,84,40,53,"40-49"
"feminino",NA,55,13,93,39.9,62,"20-29"
"feminino",178,72,14,93,40.2,66,"30-39"
"feminino",148,50,8,91,39.4,37,"20-29"
"masculino",181,79,9,92,39.4,48,"60-69"
"masculino",180,77,18,96,40.4,74,"20-29"
"feminino",161,61,11,NA,39.9,51,"50-59"
"masculino",171,NA,8,94,39.5,42,"50-59"
"feminino",160,64,14,98,39.8,73,"20-29"
"feminino",157,57,8,94,39.9,44,"60-69"
"masculino",170,70,13,95,40.1,53,"30-39"
"feminino",177,75,15,91,40.1,70,"40-49"
"masculino",186,83,12,83,40.1,47,"50-59"
"feminino",166,65,14,89,40.4,61,"30-39"
"feminino",170,71,11,95,40,54,"30-39"
"masculino",184,81,15,102,40.3,76,"20-29"
"feminino",NA,71,14,95,40.4,73,"50-59"
"feminino",181,78,12,92,39.9,53,"30-39"
"feminino",152,51,13,94,40.2,70,"50-59"
"masculino",195,100,9,91,39.7,38,"30-39"
"masculino",185,87,13,101,39.7,74,"30-39"
"masculino",178,NA,16,100,40.5,77,"20-29"
"feminino",147,46,10,93,39.8,57,"70-79"
"feminino",177,70,14,NA,39.8,65,"20-29"
"masculino",182,81,9,88,39.5,37,"40-49"
"feminino",155,55,11,87,39.7,47,"30-39"
"feminino",151,51,10,94,39.6,54,"50-59"
"masculino",193,98,11,97,40.1,56,"30-39"
"masculino",189,94,11,86,40.1,41,"30-39"
"masculino",194,94,15,NA,40.1,79,"50-59"
"feminino",162,59,8,89,39.3,36,"30-39"
"masculino",180,80,12,96,40.4,53,"20-29"
"masculino",186,80,18,90,40.3,57,"20-29"
"masculino",178,80,9,90,39.7,50,"70-79"
"masculino",187,86,11,90,39.7,37,"20-29"
"feminino",178,73,13,82,40,45,"30-39"
"masculino",187,85,16,91,40.2,65,"30-39"
"feminino",156,59,9,101,39.7,56,"60-69"
"masculino",184,85,15,93,40,66,"30-39"
"feminino",165,62,13,96,40,66,"30-39"
"feminino",155,50,13,98,40.2,69,"20-29"
"feminino",175,70,14,99,40.1,78,"40-49"
"feminino",166,66,14,94,40.2,65,"20-29"
"feminino",167,66,16,87,40.4,73,"50-59"
"feminino",149,50,8,NA,39.1,42,"20-29"
NA,164,61,14,NA,39.9,63,"30-39"
"feminino",172,72,14,91,40.4,72,"70-79"
"masculino",178,85,11,90,40,52,"50-59"
"feminino",NA,65,11,88,39.8,51,"50-59"
"feminino",166,70,14,93,40.1,66,"30-39"
"feminino",161,61,13,91,40.1,57,"20-29"
"feminino",167,63,16,94,40.3,76,"20-29"
"feminino",174,69,9,91,39.7,44,"50-59"
"feminino",159,59,11,92,39.9,56,"50-59"
"feminino",155,63,13,94,39.9,73,"70-79"
"masculino",188,92,14,87,40.4,70,"60-69"
"masculino",190,88,14,95,39.7,60,"20-29"
"masculino",184,79,16,93,40.1,63,"20-29"
"masculino",175,73,15,98,40.7,62,"20-29"
"feminino",164,62,13,95,40.1,72,"60-69"
"feminino",163,56,9,87,39.7,37,"20-29"
"feminino",172,73,8,89,39.7,40,"70-79"
"masculino",173,77,14,88,40.4,60,"50-59"
"feminino",172,71,13,91,39.9,62,"40-49"
"feminino",152,53,12,93,40.2,57,"20-29"
"masculino",NA,96,16,92,40.3,62,"20-29"
"masculino",167,71,16,86,40.4,44,"20-29"
"feminino",157,57,8,101,39.6,45,"20-29"
"feminino",180,79,16,92,40.1,72,"30-39"
"feminino",173,74,15,83,40.3,55,"30-39"
"feminino",169,62,13,93,40.2,62,"30-39"
"feminino",165,64,15,93,40.3,69,"20-29"
"masculino",203,110,9,91,39.7,46,"40-49"
"feminino",169,64,12,90,39.9,51,"20-29"
"masculino",184,83,13,95,39.8,72,"50-59"
NA,154,61,13,93,39.9,60,"20-29"
"feminino",156,61,11,97,39.9,59,"40-49"
NA,154,57,10,90,39.9,53,"70-79"
"feminino",160,62,11,94,39.8,62,"70-79"
"masculino",173,74,15,94,40,67,"30-39"
"masculino",177,82,16,97,40,69,"20-29"
"feminino",166,69,15,96,40,78,"40-49"
"feminino",150,48,11,102,40,65,"20-29"
"feminino",171,66,16,97,40.2,79,"20-29"
"feminino",173,71,14,93,40.1,72,"60-69"
NA,153,51,8,87,39.5,37,"50-59"
"feminino",160,63,9,98,39.6,55,"70-79"
"masculino",191,90,12,98,39.7,64,"30-39"
"masculino",188,92,11,96,39.6,48,"20-29"
"feminino",153,52,9,92,39.9,47,"50-59"
"masculino",183,84,15,92,40.3,52,"20-29"
"feminino",161,67,9,89,39.8,46,"70-79"
"masculino",171,69,12,100,40.1,52,"20-29"
"feminino",171,70,13,95,40.4,67,"40-49"
"feminino",157,61,11,84,39.8,43,"30-39"
"feminino",144,52,11,96,39.8,56,"20-29"
"feminino",166,63,13,102,40.2,79,"50-59"
"feminino",164,61,8,89,39.4,37,"40-49"
"feminino",169,73,10,88,39.6,47,"60-69"
"masculino",202,NA,13,103,40,76,"20-29"
"masculino",189,89,11,99,40.1,62,"40-49"
"feminino",171,74,11,81,40.1,42,"50-59"
"feminino",171,68,11,89,39.6,45,"20-29"
"masculino",190,87,10,90,39.9,55,"60-69"
"masculino",182,84,13,99,40.3,65,"30-39"
"masculino",163,70,16,102,40.2,75,"20-29"
"masculino",205,100,15,92,40.2,68,"30-39"
"masculino",186,91,10,93,39.7,44,"30-39"
"masculino",189,90,15,90,40.1,52,"20-29"
"masculino",178,78,14,90,40.1,48,"20-29"
"feminino",162,63,13,89,40.2,58,"30-39"
"masculino",166,71,9,95,39.5,45,"40-49"
"masculino",194,96,12,99,39.9,75,"50-59"
"feminino",168,68,13,97,39.7,66,"30-39"
"masculino",167,67,14,91,40.1,46,"20-29"
NA,180,90,8,87,39.6,45,"70-79"
"masculino",201,108,12,89,40,76,"70-79"
"feminino",162,64,9,87,39.7,39,"40-49"
NA,174,81,14,87,40.2,68,"60-69"
"masculino",179,85,12,93,39.9,52,"30-39"
"feminino",NA,68,14,89,40.3,66,"50-59"
"feminino",NA,63,9,94,39.6,46,"40-49"
"feminino",156,53,14,93,40.3,67,"20-29"
"masculino",190,89,10,101,39.8,69,"60-69"
"masculino",NA,67,13,91,40.1,39,"20-29"
"masculino",178,88,12,97,40,71,"50-59"
"masculino",NA,89,14,86,39.7,44,"30-39"
"feminino",161,57,10,91,39.9,46,"20-29"
"feminino",163,58,10,88,39.9,41,"20-29"
"feminino",183,82,10,89,40.1,48,"70-79"
"feminino",152,52,8,85,39.5,37,"60-69"
"masculino",195,98,11,89,39.9,39,"20-29"
"masculino",197,96,13,94,40.2,67,"40-49"
"masculino",183,87,10,88,39.6,44,"50-59"
"feminino",156,52,11,87,39.9,47,"30-39"
"masculino",191,92,9,87,40,42,"50-59"
"masculino",173,75,10,94,40.1,36,"20-29"
"masculino",190,95,10,92,39.7,51,"40-49"
"feminino",164,57,9,87,39.9,37,"20-29"
"feminino",193,87,12,97,39.9,57,"20-29"
"feminino",164,61,12,94,39.9,58,"30-39"
"feminino",160,62,9,97,39.3,45,"20-29"
"masculino",203,101,12,102,39.8,72,"30-39"
"feminino",169,68,14,88,40.1,57,"20-29"
"feminino",167,64,9,91,39.9,42,"30-39"
"feminino",164,64,15,93,40.3,73,"40-49"
NA,158,60,17,91,40.4,76,"20-29"
"masculino",188,97,13,92,39.5,65,"40-49"
"feminino",167,64,16,NA,40.2,66,"20-29"
"feminino",162,59,15,92,40.4,69,"20-29"
"masculino",186,82,14,100,40.3,79,"40-49"
"masculino",184,91,16,91,40.2,75,"40-49"
"feminino",165,62,13,87,40.2,53,"20-29"
"feminino",164,62,15,95,39.8,73,"20-29"
"feminino",158,56,10,91,40,54,"70-79"
"feminino",157,59,13,91,40,67,"60-69"
"masculino",177,80,8,91,39.7,40,"50-59"
"masculino",183,87,15,97,40.2,72,"30-39"
"masculino",168,72,14,99,39.8,73,"40-49"
"feminino",NA,72,16,88,40.1,76,"60-69"
"feminino",169,74,8,90,39.6,37,"50-59"
"masculino",204,103,10,NA,40,43,"20-29"
"feminino",166,63,11,80,40.2,39,"40-49"
"masculino",NA,91,14,87,40,75,"70-79"
"masculino",196,103,9,91,39.8,48,"50-59"
"feminino",170,75,8,87,39.4,38,"70-79"
"feminino",150,56,9,90,39.6,48,"70-79"
"feminino",169,71,10,98,39.8,57,"60-69"
"masculino",182,78,12,91,40,58,"50-59"
"masculino",176,83,6,96,39.2,39,"70-79"
"masculino",184,92,11,95,40,56,"40-49"
"feminino",158,NA,8,90,39.3,40,"50-59"
"feminino",146,53,12,94,40.1,69,"70-79"
"feminino",NA,49,11,91,40.2,53,"30-39"
"feminino",168,70,12,85,39.8,54,"70-79"
"feminino",167,67,10,90,40.2,43,"20-29"
"masculino",178,80,15,87,40.6,74,"60-69"
"feminino",178,78,16,94,39.8,76,"30-39"
"masculino",187,92,14,95,40.3,64,"30-39"
"feminino",177,76,12,95,40,62,"50-59"
"feminino",161,60,9,94,39.5,48,"50-59"
"masculino",169,69,11,94,39.8,64,"60-69"
"feminino",159,57,17,90,40.2,74,"20-29"
"feminino",163,60,11,91,39.7,56,"60-69"
"masculino",197,103,9,89,39.7,56,"70-79"
"feminino",156,NA,13,86,40.4,59,"60-69"
"feminino",172,64,9,84,39.5,36,"40-49"
"feminino",165,59,11,91,39.8,50,"20-29"
"feminino",178,77,14,89,40.3,60,"40-49"
"feminino",169,74,13,98,40.1,76,"70-79"
"masculino",182,NA,14,88,40,78,"70-79"
"feminino",166,59,14,94,40.1,68,"20-29"
"feminino",150,53,14,95,40.5,76,"40-49"
"masculino",187,87,9,87,39.5,46,"60-69"
"feminino",177,69,14,97,39.9,73,"30-39"
"feminino",172,74,13,106,40.1,79,"30-39"
"masculino",187,94,7,98,39.1,51,"70-79"
"feminino",160,57,13,100,40,73,"30-39"
"masculino",180,86,12,92,40.3,64,"50-59"
"masculino",187,86,17,94,40.1,67,"20-29"
"masculino",179,81,13,96,39.9,54,"20-29"
"masculino",189,95,12,94,40,62,"40-49"
"feminino",154,53,12,95,40.1,60,"20-29"
"masculino",186,89,10,92,39.9,47,"40-49"
"feminino",123,40,9,97,39.9,55,"60-69"
"feminino",172,71,10,88,39.8,39,"20-29"
"feminino",174,72,9,93,39.6,41,"20-29"
"feminino",183,84,12,NA,40.2,50,"50-59"
"feminino",159,61,13,91,39.9,60,"30-39"
"feminino",159,60,12,91,39.9,54,"20-29"
"masculino",181,81,14,86,40.5,40,"20-29"
"feminino",153,58,12,90,40,63,"70-79"
"masculino",154,54,9,94,39.8,40,"40-49"
"masculino",183,80,13,94,39.8,52,"20-29"
"masculino",173,74,9,86,39.7,36,"50-59"
"masculino",178,78,18,94,40.2,72,"20-29"
"masculino",188,90,11,99,40.5,57,"30-39"
"masculino",192,91,14,84,40.2,36,"20-29"
"masculino",190,96,11,98,39.7,63,"40-49"
"masculino",198,108,9,85,39.8,48,"70-79"
"feminino",170,71,12,95,40.4,60,"30-39"
"masculino",180,78,14,89,40.1,54,"40-49"
"masculino",181,84,16,90,40.1,76,"50-59"
"feminino",171,71,9,89,40,38,"20-29"
"feminino",155,57,12,102,40,70,"30-39"
"masculino",185,91,12,94,40.1,55,"30-39"
"feminino",159,60,16,89,40.4,69,"30-39"
"feminino",175,74,15,94,40.4,77,"50-59"
"masculino",182,89,14,92,40.1,73,"50-59"
NA,156,62,12,87,39.9,51,"30-39"
"masculino",173,77,11,90,39.7,51,"50-59"
"feminino",170,65,10,91,39.6,52,"60-69"
"masculino",199,97,11,96,39.9,66,"50-59"
"feminino",147,NA,13,87,39.9,54,"20-29"
"feminino",167,70,14,93,39.9,74,"60-69"
"feminino",163,65,14,92,40.2,63,"20-29"
"masculino",187,87,16,92,40.4,59,"20-29"
"feminino",167,64,13,93,39.8,59,"20-29"
"feminino",168,69,13,101,39.9,73,"30-39"
"feminino",157,54,10,92,40.2,47,"20-29"
"masculino",171,NA,18,93,40.7,64,"20-29"
"feminino",169,65,8,95,39.5,38,"20-29"
"masculino",174,76,15,93,40.6,53,"20-29"
"feminino",165,68,12,91,40.2,58,"50-59"
"masculino",195,100,8,99,39.7,49,"40-49"
"feminino",177,71,8,95,39.7,39,"30-39"
"feminino",NA,73,15,86,39.9,56,"20-29"
"feminino",159,63,8,96,39.7,41,"30-39"
"feminino",160,61,13,102,40.1,78,"40-49"
"feminino",156,55,14,86,40.3,56,"20-29"
"feminino",187,81,16,89,40.2,62,"20-29"
"feminino",164,60,11,91,39.8,52,"40-49"
"feminino",157,57,10,95,40,50,"30-39"
NA,185,78,13,93,40,64,"50-59"
"masculino",183,84,9,88,39.9,51,"70-79"
"feminino",158,54,12,100,40.1,70,"40-49"
"feminino",160,56,11,84,39.9,41,"20-29"
NA,178,81,8,93,39.5,42,"70-79"
NA,179,78,15,88,40.3,41,"20-29"
"masculino",196,97,14,94,40,58,"20-29"
"masculino",191,97,14,94,40.1,66,"30-39"
"feminino",158,53,10,91,40,47,"30-39"
"masculino",NA,72,14,97,40.3,67,"30-39"
NA,180,82,11,92,40.1,38,"20-29"
"feminino",177,77,9,90,39.7,42,"50-59"
"feminino",163,64,14,98,40.4,73,"20-29"
"masculino",170,78,16,98,40.3,77,"30-39"
"feminino",156,61,9,97,39.6,53,"70-79"
"feminino",168,65,15,94,40.1,69,"20-29"
"masculino",170,72,16,94,40.1,76,"40-49"
"masculino",182,NA,15,93,40.6,57,"20-29"
"masculino",190,90,11,101,40,62,"30-39"
"masculino",184,90,14,101,39.9,76,"30-39"
"feminino",175,67,17,93,40.4,77,"20-29"
"masculino",194,96,11,94,39.7,53,"30-39"
"masculino",178,86,12,92,39.9,66,"60-69"
"feminino",187,87,13,101,40.2,70,"30-39"
"masculino",200,99,13,88,39.9,79,"70-79"
"masculino",181,85,7,85,39.5,36,"70-79"
"masculino",173,78,12,85,40,36,"30-39"
"feminino",173,67,11,95,39.7,56,"40-49"
"masculino",181,83,11,95,39.6,66,"60-69"
"masculino",173,77,13,91,40,47,"20-29"
"masculino",184,89,9,85,39.3,43,"60-69"
"feminino",160,62,13,99,40.1,71,"30-39"
"feminino",167,66,12,99,39.9,65,"30-39"
NA,NA,54,15,93,40,75,"40-49"
"masculino",195,105,11,96,39.7,72,"60-69"
"feminino",164,68,10,96,39.8,54,"50-59"
"masculino",184,83,12,NA,39.9,54,"60-69"
"feminino",169,73,10,95,40,53,"60-69"
"masculino",186,90,9,88,39.9,44,"50-59"
"masculino",175,73,14,95,40.4,68,"40-49"
"feminino",162,60,9,87,39.2,39,"40-49"
"masculino",184,87,11,94,39.6,73,"70-79"
"feminino",153,56,8,91,39.5,39,"40-49"
"masculino",197,99,18,91,40.5,68,"20-29"
"feminino",168,64,14,94,40.2,75,"50-59"
"feminino",155,52,16,94,40.1,78,"20-29"
"masculino",165,79,9,88,39.5,43,"60-69"
"feminino",158,60,14,NA,40.2,64,"50-59"
"feminino",169,70,9,98,39.8,50,"50-59"
"feminino",164,59,10,86,39.9,45,"50-59"
"feminino",170,63,15,99,40.3,79,"20-29"
"masculino",179,74,15,89,40,44,"20-29"
"feminino",153,54,12,93,39.8,59,"30-39"
"feminino",167,66,12,96,40.5,60,"20-29"
"masculino",191,NA,14,88,40.2,55,"30-39"
"masculino",185,88,11,85,40.1,44,"50-59"
"feminino",170,72,11,97,40.1,61,"50-59"
"masculino",NA,102,14,93,40.3,60,"20-29"
"masculino",176,75,16,91,40.5,70,"40-49"
"feminino",166,58,14,90,40.2,60,"20-29"
"feminino",180,73,14,99,40,72,"20-29"
"feminino",158,60,14,95,40.1,76,"50-59"
"masculino",181,80,10,97,39.6,53,"40-49"
"feminino",172,70,11,94,39.7,54,"40-49"
"masculino",185,91,17,91,40.1,70,"30-39"
"masculino",196,92,13,91,39.8,46,"20-29"
"masculino",181,87,10,85,39.7,40,"50-59"
"feminino",170,70,13,91,39.9,59,"30-39"
"feminino",153,51,12,101,40.4,69,"30-39"
"masculino",171,73,20,91,40.7,63,"20-29"
"feminino",173,67,14,NA,40.2,68,"30-39"
"masculino",184,79,12,95,40.1,52,"30-39"
"feminino",174,66,9,94,39.8,42,"20-29"
"masculino",175,81,16,86,40.1,55,"30-39"
"feminino",169,67,15,96,40.2,74,"20-29"
"feminino",155,56,10,90,39.8,52,"70-79"
NA,191,95,11,94,39.9,60,"50-59"
"masculino",198,105,12,94,40.2,68,"40-49"
"masculino",190,95,15,89,40.2,58,"30-39"
NA,186,80,15,92,40.1,78,"70-79"
"masculino",185,84,15,97,40,76,"30-39"
"masculino",182,88,15,91,40.1,64,"30-39"
"feminino",161,57,12,94,39.9,60,"30-39"
"feminino",154,NA,14,95,40.2,78,"60-69"
"feminino",156,55,10,86,39.7,48,"70-79"
"feminino",165,66,14,90,39.7,60,"20-29"
NA,161,58,16,91,40.3,73,"20-29"
"feminino",172,66,12,94,39.7,57,"20-29"
"masculino",184,79,14,96,39.9,56,"20-29"
"masculino",185,87,12,93,39.8,69,"60-69"
"feminino",165,66,9,93,39.5,43,"30-39"
"feminino",146,49,8,90,39.5,36,"20-29"
"masculino",189,86,11,91,40.1,37,"20-29"
"feminino",165,NA,17,90,40.4,77,"30-39"
"masculino",178,81,9,95,39.7,41,"30-39"
"masculino",NA,87,13,97,40.1,61,"20-29"
"masculino",187,88,8,92,39.3,42,"50-59"
"masculino",180,78,14,105,40.2,75,"20-29"
"feminino",167,69,12,95,40.3,66,"60-69"
"feminino",172,64,15,94,40.1,70,"20-29"
"masculino",189,88,12,93,40.1,64,"50-59"
"masculino",NA,88,11,94,39.9,72,"70-79"
"feminino",177,74,16,94,39.9,77,"30-39"
"masculino",180,NA,15,91,40.2,53,"20-29"
"masculino",210,114,7,94,39.3,50,"70-79"
"masculino",175,73,11,94,39.9,67,"70-79"
NA,194,NA,17,83,40.5,47,"20-29"
"feminino",171,69,14,93,40.3,65,"30-39"
"masculino",183,89,14,88,39.7,58,"40-49"
"feminino",163,66,10,90,39.6,48,"50-59"
"feminino",153,53,13,97,39.9,68,"20-29"
"masculino",187,NA,7,94,39.5,39,"50-59"
"feminino",161,60,12,103,40.3,68,"20-29"
"feminino",157,58,13,92,40.1,60,"20-29"
"feminino",170,64,11,87,39.7,45,"30-39"
"masculino",180,NA,7,89,39.4,38,"60-69"
"feminino",156,59,10,89,39.4,44,"30-39"
"feminino",NA,78,12,91,40.1,60,"60-69"
"feminino",161,59,9,91,39.7,41,"20-29"
"feminino",157,54,15,87,39.9,67,"40-49"
"feminino",156,58,12,88,39.7,53,"30-39"
NA,166,66,13,98,40,79,"70-79"
"masculino",187,89,11,95,40.2,62,"50-59"
"masculino",174,74,18,95,40.3,67,"20-29"
"feminino",165,66,11,103,40.2,62,"20-29"
"feminino",162,60,11,82,39.8,42,"40-49"
"masculino",187,85,11,87,39.9,37,"30-39"
"masculino",186,93,11,89,40,56,"50-59"
"masculino",192,91,8,89,39.4,41,"60-69"
"feminino",NA,58,16,84,40.5,68,"50-59"
"feminino",172,70,9,89,39.7,38,"30-39"
"masculino",190,93,8,93,39.8,46,"50-59"
"feminino",171,67,11,94,40.2,51,"20-29"
"masculino",196,92,15,98,40,78,"30-39"
"masculino",NA,102,10,92,39.8,39,"20-29"
"feminino",186,87,13,95,40.1,67,"60-69"
"feminino",172,71,13,96,40.4,69,"50-59"
"masculino",199,105,15,87,39.8,73,"50-59"
"masculino",165,67,9,90,39.7,45,"60-69"
"masculino",185,80,12,91,40.2,44,"20-29"
NA,181,84,9,89,39.7,42,"50-59"
"masculino",191,97,16,80,40.3,61,"50-59"
NA,192,90,12,93,40.2,53,"30-39"
"masculino",NA,NA,11,93,39.8,52,"30-39"
"feminino",NA,74,11,NA,40,48,"50-59"
"feminino",158,58,12,93,40.2,63,"50-59"
"masculino",183,89,13,81,40.2,60,"70-79"
"feminino",177,75,12,89,40,49,"20-29"
"masculino",186,93,12,93,39.7,73,"60-69"
"feminino",181,84,8,96,39.4,44,"70-79"
"feminino",167,64,11,89,39.9,47,"30-39"
"feminino",184,77,10,89,39.6,43,"30-39"
"feminino",NA,NA,12,94,40.1,66,"70-79"
"feminino",160,57,10,84,40,45,"60-69"
"masculino",197,99,15,99,40.1,74,"20-29"
"masculino",173,71,12,97,40.4,52,"20-29"
"feminino",169,70,11,105,39.5,73,"70-79"
"feminino",171,66,13,96,40.3,71,"50-59"
"feminino",170,72,15,89,40.2,69,"50-59"
"masculino",182,88,15,94,40.2,62,"20-29"
"masculino",188,96,13,92,39.6,76,"60-69"
"masculino",165,69,14,101,40.5,65,"20-29"
"feminino",155,55,11,84,39.9,42,"20-29"
"feminino",176,73,12,89,40,48,"20-29"
"masculino",182,NA,15,90,40.5,63,"30-39"
"masculino",184,89,9,93,39.6,55,"60-69"
"masculino",189,92,8,90,39.5,41,"50-59"
"masculino",181,87,18,91,40.6,68,"20-29"
"masculino",180,82,13,88,39.6,55,"40-49"
"feminino",171,70,9,92,39.7,43,"40-49"
"masculino",187,89,13,94,40.2,66,"40-49"
"masculino",200,106,15,92,40.5,77,"40-49"
"masculino",180,NA,14,91,40.3,48,"20-29"
"feminino",161,NA,11,98,39.8,61,"40-49"
"feminino",169,67,13,92,40.1,58,"20-29"
"feminino",171,68,17,92,40.2,75,"20-29"
"masculino",168,71,15,96,40.1,62,"20-29"
"masculino",183,86,11,97,40.1,50,"20-29"
"feminino",154,60,9,85,39.7,43,"70-79"
"feminino",166,58,10,93,39.5,48,"20-29"
"feminino",166,67,10,94,40,49,"30-39"
"masculino",199,94,11,94,39.9,48,"20-29"
"feminino",177,70,14,93,40,64,"20-29"
"masculino",174,74,12,89,40.1,44,"30-39"
"masculino",195,97,14,101,40.4,72,"20-29"
"feminino",177,75,9,91,39.6,43,"50-59"
"feminino",155,58,14,88,39.9,59,"20-29"
"feminino",177,69,13,99,40.4,70,"30-39"
"masculino",175,75,12,91,40.1,71,"70-79"
"masculino",175,77,14,92,40.2,72,"50-59"
"feminino",170,67,13,91,40.1,58,"20-29"
"feminino",186,84,13,93,40,67,"70-79"
"feminino",167,59,13,95,39.9,63,"20-29"
"masculino",167,69,9,101,39.8,52,"40-49"
"masculino",171,70,9,97,39.5,43,"30-39"
"feminino",159,54,10,97,40,52,"20-29"
"feminino",161,58,9,92,39.7,41,"20-29"
"masculino",200,95,18,92,40.6,70,"20-29"
"masculino",174,76,9,98,39.4,43,"30-39"
"feminino",156,55,12,86,40.1,54,"50-59"
"feminino",169,72,10,90,39.8,45,"40-49"
"masculino",177,77,9,92,39.6,50,"60-69"
"feminino",161,63,15,90,40.3,66,"30-39"
"feminino",158,48,13,100,40.1,72,"20-29"
"feminino",149,50,8,95,39.5,40,"20-29"
NA,161,68,13,95,40.2,71,"60-69"
"feminino",166,66,13,98,39.7,77,"70-79"
"feminino",167,64,11,90,39.9,49,"30-39"
"masculino",165,68,14,96,40.4,59,"30-39"
"feminino",177,75,9,98,39.7,45,"20-29"
"masculino",187,NA,8,93,39.3,44,"50-59"
"feminino",154,55,14,92,40.3,64,"20-29"
"feminino",161,66,15,87,40.7,70,"60-69"
"feminino",159,63,15,93,40.1,79,"60-69"
"feminino",150,54,14,94,40.1,70,"30-39"
"masculino",176,78,16,95,40.1,61,"20-29"
"masculino",174,76,14,89,40.2,47,"30-39"
"masculino",173,75,20,88,40,65,"30-39"
"feminino",169,74,10,90,39.9,44,"40-49"
"masculino",182,88,11,101,39.9,60,"30-39"
"feminino",148,52,11,84,39.7,49,"60-69"
"feminino",161,57,14,95,40,68,"20-29"
"masculino",163,66,17,91,40.2,57,"20-29"
"feminino",180,71,10,86,40,42,"40-49"
"masculino",176,81,17,97,40.4,73,"20-29"
"feminino",166,64,12,89,39.8,53,"30-39"
"feminino",160,63,9,90,39.6,40,"30-39"
"feminino",171,69,15,95,40.5,76,"40-49"
"masculino",170,66,14,95,40,58,"30-39"
"feminino",164,63,9,90,39.5,43,"50-59"
"feminino",NA,65,14,85,40.2,54,"30-39"
"feminino",178,73,11,95,39.7,54,"30-39"
"masculino",178,78,13,95,39.9,53,"20-29"
"feminino",160,65,13,99,40.4,68,"20-29"
"masculino",181,79,17,94,40.3,68,"20-29"
"masculino",187,82,13,99,39.8,64,"20-29"
NA,184,85,17,95,40.2,75,"30-39"
"feminino",166,68,15,92,40.2,79,"70-79"
"masculino",200,110,9,91,40,40,"30-39"
"masculino",181,78,13,102,40.1,78,"40-49"
"feminino",175,66,9,87,39.5,37,"30-39"
"feminino",172,70,13,93,40.1,58,"20-29"
"feminino",171,68,15,86,40.3,63,"40-49"
"masculino",193,100,8,96,39.6,43,"30-39"
"masculino",181,81,15,100,40,70,"20-29"
"masculino",200,98,13,89,40.1,52,"30-39"
"feminino",171,69,10,89,39.9,50,"70-79"
